iter	Logloss
217	0.2836719513
218	0.2829399721
219	0.2823596899
220	0.281984613
221	0.2813518299
222	0.2807067406
223	0.2803226324
224	0.2798900635
225	0.2792165286
226	0.2786460279
227	0.2781307167
228	0.2775861557
229	0.2772728523
230	0.2766431316
231	0.2759819391
232	0.275482512
233	0.2751336518
234	0.2746546949
235	0.2739965026
236	0.2736211298
237	0.2733097328
238	0.2727086405
239	0.272301105
240	0.2718390173
241	0.2712129426
242	0.2705897036
243	0.270002158
244	0.2694609939
245	0.2690270457
246	0.2684689947
247	0.2679509766
248	0.2675117637
249	0.2672296751
250	0.2668245571
251	0.2665433918
252	0.2660553696
253	0.2656821495
254	0.2651544841
255	0.26480702
256	0.2644707144
257	0.2641184823
258	0.2638118633
259	0.2634989911
260	0.2628970957
261	0.2624567463
262	0.2620504865
263	0.261635416
264	0.2612510149
265	0.2609956826
266	0.2604512584
267	0.2599696642
268	0.2595608579
269	0.259094069
270	0.2588322285
271	0.2580113443
272	0.2573663476
273	0.2570710277
274	0.2565570964
275	0.2563074733
276	0.2559904827
277	0.2555951044
278	0.2553880775
279	0.2550812244
280	0.2547120019
281	0.2542654353
282	0.2539713205
283	0.2536733163
284	0.2534291927
285	0.2530386646
286	0.252456892
287	0.2520146217
288	0.2515322608
289	0.2511393961
290	0.2507799278
291	0.250506073
292	0.2500555587
293	0.2495411502
294	0.2491222597
295	0.248722202
296	0.2483710448
297	0.2480582014
298	0.2476366292
299	0.2471299893
300	0.2468195919
301	0.2463826
302	0.2460473229
303	0.2457791905
304	0.2456099076
305	0.2453594433
306	0.2450135027
307	0.2445271442
308	0.2442587942
309	0.2440352126
310	0.2436728481
311	0.2433468643
312	0.2430784152
313	0.2427363246
314	0.2423573056
315	0.2420828638
316	0.241530728
317	0.2412739548
318	0.2409793197
319	0.2405188937
320	0.2401464012
321	0.2399281149
322	0.2393979805
323	0.2390538561
324	0.238877607
325	0.2385072041
326	0.2381315087
327	0.2378744332
328	0.2375154943
329	0.2371296541
330	0.2369074536
331	0.2365305915
332	0.2361587787
333	0.2358366907
334	0.2356459313
335	0.2353304034
336	0.2350124376
337	0.2346284324
338	0.2340231755
339	0.2339056577
340	0.2336816982
341	0.2331852355
342	0.2327987998
343	0.2323085175
344	0.2321194106
345	0.2317555401
346	0.2315166765
347	0.2311874518
348	0.2308463894
349	0.2304504109
350	0.2300508099
351	0.2296449773
352	0.2294224842
353	0.2290231848
354	0.2286816342
355	0.2282418502
356	0.2279075378
357	0.2275279532
358	0.227217612
359	0.2269072999
360	0.2266292366
361	0.2262706122
362	0.2260781043
363	0.2256686017
364	0.2253878474
365	0.2251965488
366	0.2249418593
367	0.2246441316
368	0.2243704824
369	0.223888171
370	0.2236810808
371	0.2234991508
372	0.2231398069
373	0.2225359198
374	0.2220831999
375	0.2217164535
376	0.2214382622
377	0.221042215
378	0.2205319814
379	0.2203244521
380	0.2198109376
381	0.2194970083
382	0.2189590884
383	0.218664017
384	0.2184235539
385	0.2180014383
386	0.2177931322
387	0.2174978051
388	0.2173115037
389	0.2170400369
390	0.2166985222
391	0.2163306047
392	0.2160576496
393	0.2159509904
394	0.2157794914
395	0.2156243553
396	0.2152728036
397	0.2149423784
398	0.2147025971
399	0.2145239586
400	0.2142162601
401	0.2139212261
402	0.2137219612
403	0.2134432516
404	0.2132446334
405	0.2130398495
406	0.2128158137
407	0.2124891323
408	0.2121108494
409	0.2118985922
410	0.2117301493
411	0.2116678372
412	0.2114370886
413	0.2112424471
414	0.2108323598
415	0.2104864319
416	0.2102756872
417	0.2100499547
418	0.2098181162
419	0.2095120912
420	0.2093505918
421	0.2091320714
422	0.20886075
423	0.208383058
424	0.2080685523
425	0.2077473358
426	0.2073930565
427	0.2069111479
428	0.2067393286
429	0.2063779279
430	0.2059546221
431	0.2056718132
432	0.2053554594
433	0.2051231848
434	0.2048818476
435	0.204595096
436	0.2043237361
437	0.2040593482
438	0.2037574176
439	0.2036331488
440	0.203504084
441	0.2031577062
442	0.2029184654
443	0.2027130673
444	0.2025278742
445	0.2022805516
446	0.2020064044
447	0.2018611242
448	0.201665544
449	0.2013837007
450	0.2011373926
451	0.20094437
452	0.2008640621
453	0.2006944401
454	0.2004467425
455	0.2000378884
456	0.1997420661
457	0.1994047561
458	0.1992209818
459	0.1990124304
460	0.1986767638
461	0.198312758
462	0.1980729714
463	0.1979292873
464	0.1977577572
465	0.1975236786
466	0.1973315895
467	0.1970870207
468	0.1967425847
469	0.1965662523
470	0.1962616152
471	0.196024165
472	0.1958665013
473	0.1956096544
474	0.195299162
475	0.1950841868
476	0.1949042512
477	0.1947026669
478	0.194483603
479	0.1941015636
480	0.1937529414
481	0.1935020786
482	0.193325766
483	0.1929739202
484	0.1928083131
485	0.1924600611
486	0.1923413101
487	0.1920629681
488	0.1918617469
489	0.1916582734
490	0.1914053314
491	0.1912315831
492	0.1908971271
493	0.1907162
494	0.1904568168
495	0.190246311
496	0.1899353427
497	0.1896786739
498	0.1895480242
499	0.1894210961
500	0.1891269064
501	0.1888402184
502	0.1885671811
503	0.1884133014
504	0.1883219506
505	0.1880148624
506	0.1877492246
507	0.1875570627
508	0.1873256017
509	0.1871120044
510	0.1869495384
511	0.1867066822
512	0.1864675475
513	0.1862327944
514	0.1860589809
515	0.1856989042
516	0.1855870449
517	0.1853499293
518	0.1851877617
519	0.1849170308
520	0.184844806
521	0.1846008564
522	0.1844244238
523	0.1841459018
524	0.1838148688
525	0.1834228294
526	0.1832063658
527	0.1829625652
528	0.182597263
529	0.182386076
530	0.1821964409
531	0.18195767
532	0.1817219163
533	0.1815464928
534	0.181279665
535	0.1810586944
536	0.1808283243
537	0.1806486525
538	0.1804126654
539	0.1800814866
540	0.1798976035
541	0.1797292824
542	0.1794389186
543	0.1793835079
544	0.1792345566
545	0.1788902138
546	0.1787146502
547	0.178489925
548	0.1782648636
549	0.177932103
550	0.1776829607
551	0.177546473
552	0.1773865589
553	0.177051348
554	0.1768232784
555	0.1767352765
556	0.1764827487
557	0.1761907924
558	0.1759985696
559	0.1758637328
560	0.1756788791
561	0.1754702382
562	0.1753010507
563	0.1751031094
564	0.1749116214
565	0.1746822105
566	0.1745322218
567	0.1743551966
568	0.1741634246
569	0.1739880538
570	0.1735849742
571	0.1734106922
572	0.1733086738
573	0.1730557564
574	0.1727409378
575	0.1724878586
576	0.1722775266
577	0.1720902312
578	0.1720018596
579	0.1717166446
580	0.1715631543
581	0.1714798159
582	0.1712434961
583	0.1710278833
584	0.1707244061
585	0.1704924899
586	0.17030817
587	0.1700894718
588	0.1699170106
589	0.1696974033
590	0.1694122938
591	0.169201481
592	0.1689977029
593	0.1688410812
594	0.1686191031
595	0.1684520573
596	0.1682117825
597	0.1680037365
598	0.1677638382
599	0.1675189974
600	0.1673571366
601	0.1670743292
602	0.1668561642
603	0.1666754048
604	0.1664689809
605	0.1662374676
606	0.1660640065
607	0.1658867324
608	0.1656346321
609	0.1653041515
610	0.1652892895
611	0.1651743716
612	0.16494919
613	0.1646243499
614	0.1645740841
615	0.1643931957
616	0.1641660497
617	0.1639279839
618	0.16374077
619	0.163600761
620	0.1633968053
621	0.1631922548
622	0.1628903709
623	0.1627522913
624	0.1624281652
625	0.1622242293
626	0.1620589487
627	0.1618328698
628	0.1615406395
629	0.1613191636
630	0.1612452246
631	0.1609741572
632	0.1607165988
633	0.1604576557
634	0.1604163253
635	0.1602220777
636	0.1601776036
637	0.1599262893
638	0.1597031869
639	0.1595112418
640	0.1594142568
641	0.1591874483
642	0.1589177809
643	0.1587811629
644	0.1585002618
645	0.158260501
646	0.1580192065
647	0.1576959398
648	0.1574558857
649	0.1572497703
650	0.1570550016
651	0.1568326824
652	0.1566994491
653	0.1565351151
654	0.1563905711
655	0.1562791657
656	0.1560308415
657	0.15585979
658	0.1555706814
659	0.155323908
660	0.1551026956
661	0.1548803734
662	0.1547244313
663	0.1546005896
664	0.1543878
665	0.1542208753
666	0.1541333084
667	0.153933596
668	0.1538449898
669	0.153645514
670	0.1533990978
671	0.153270419
672	0.153078388
673	0.1528872215
674	0.1526997137
675	0.1525243042
676	0.1522751204
677	0.1520523392
678	0.1519266162
679	0.1517079949
680	0.1515056191
681	0.1513864697
682	0.1513038164
683	0.151176837
684	0.1510240401
685	0.1508843073
686	0.1507824864
687	0.1505214717
688	0.1503161167
689	0.1501422226
690	0.1499806378
691	0.1498442891
692	0.1496774529
693	0.1494338647
694	0.1492725259
695	0.1490623641
696	0.1488064616
697	0.1485760287
698	0.1483277582
699	0.1481523594
700	0.148025435
701	0.1479501532
702	0.1476898851
703	0.1475235932
704	0.1473800171
705	0.14719408
706	0.1470085106
707	0.1467753279
708	0.1466015181
709	0.1465312692
710	0.1463686951
711	0.1461868895
712	0.1460658773
713	0.1458104026
714	0.1455813676
715	0.1455024478
716	0.145393859
717	0.1452706938
718	0.1450174365
719	0.1448609572
720	0.1447790124
721	0.1447258062
722	0.1443614267
723	0.1441454117
724	0.1439746778
725	0.1438115913
726	0.1437299904
727	0.1436231998
728	0.1434877318
729	0.1432852177
730	0.1431127377
731	0.1429672101
732	0.1428614719
733	0.1426122119
734	0.142362047
735	0.1421221234
736	0.141958356
737	0.141791323
738	0.1417009268
739	0.1415237081
740	0.1413479203
741	0.1410914724
742	0.1409068652
743	0.1407770079
744	0.1405640894
745	0.140252243
746	0.1400839126
747	0.1398230314
748	0.1395515856
749	0.1393266999
750	0.1390389839
751	0.1389115506
752	0.1387680253
753	0.1386020989
754	0.1384818424
755	0.1382623611
756	0.1380697806
757	0.1379075791
758	0.1378306128
759	0.1377698083
760	0.1375124701
761	0.1373122509
762	0.1370856753
763	0.1369093476
764	0.1368091683
765	0.1366716786
766	0.1365793005
767	0.1365233471
768	0.1363501334
769	0.136192786
770	0.1360832514
771	0.1359066045
772	0.1356432396
773	0.1354330035
774	0.1352202623
775	0.1351474501
776	0.1350860592
777	0.1349363184
778	0.1347836531
779	0.1346273104
780	0.1343552354
781	0.1341379995
782	0.1340271767
783	0.1339013198
784	0.1338129691
785	0.1336222504
786	0.1334712748
787	0.1333112123
788	0.1331715273
789	0.1329871723
790	0.1328079645
791	0.1326771657
792	0.1325354467
793	0.1324853975
794	0.132424361
795	0.1323007572
796	0.1321377013
797	0.1320451213
798	0.1317624933
799	0.1315246518
800	0.1314242456
801	0.1312580967
802	0.1311456695
803	0.1309618065
804	0.1307159765
805	0.130536095
806	0.1304203007
807	0.1302035338
808	0.1300103975
809	0.1298153319
810	0.1297938871
811	0.1296368881
812	0.1295717924
813	0.1293974628
814	0.1292180673
815	0.1290926662
816	0.1290554613
817	0.129037418
818	0.1288812737
819	0.1286524037
820	0.1284252827
821	0.1282492224
822	0.1281117576
823	0.1279697565
824	0.1279236364
825	0.1276261298
826	0.1274068879
827	0.1272668042
828	0.1272209744
829	0.1271026211
830	0.1268355649
831	0.1265891676
832	0.1265393748
833	0.1264462774
834	0.1261746911
835	0.126042793
836	0.1258339088
837	0.1255451971
838	0.1253703219
839	0.1251901051
840	0.1251027184
841	0.1248919359
842	0.1247281119
843	0.1246190167
844	0.124495859
845	0.1244069971
846	0.1241679904
847	0.1240724475
848	0.1239271035
849	0.1237717001
850	0.1236199835
851	0.1235294731
852	0.1235036631
853	0.1233799283
854	0.1232028271
855	0.1231002486
856	0.1229166357
857	0.1228703781
858	0.1226963112
859	0.122458049
860	0.1223347229
861	0.1222240781
862	0.1221383649
863	0.1219099773
864	0.1217703509
865	0.1216488752
866	0.121451887
867	0.121285606
868	0.1211665012
869	0.1210370079
870	0.1209395226
871	0.1208532667
872	0.1207690402
873	0.1206060883
874	0.1205574913
875	0.1204974088
876	0.1203789487
877	0.1202390421
878	0.120067621
879	0.1197966775
880	0.1196299809
881	0.119529334
882	0.1193673453
883	0.1192015533
884	0.1191546366
885	0.1191066047
886	0.1188158051
887	0.1187013155
888	0.1185920138
889	0.1184779358
890	0.1183403111
891	0.1182008549
892	0.1179881835
893	0.1177637383
894	0.1175880214
895	0.1174182654
896	0.1173104441
897	0.1171553676
898	0.1169578566
899	0.1167349139
900	0.1165738316
901	0.1164959728
902	0.1164222952
903	0.1163231107
904	0.1161927285
905	0.1160351593
906	0.115899985
907	0.115714913
908	0.1156809237
909	0.1155398143
910	0.1154021512
911	0.1152509733
912	0.1150825248
913	0.1149372247
914	0.1148643926
915	0.1147871977
916	0.1146500255
917	0.1145473315
918	0.1143175816
919	0.1141753679
920	0.1141004542
921	0.1139983604
922	0.1137995497
923	0.1136581393
924	0.1135147236
925	0.1134141317
926	0.1131680626
927	0.1130513095
928	0.1128577375
929	0.1127639781
930	0.1125683349
931	0.1123614366
932	0.1122298203
933	0.1121055568
934	0.1119537785
935	0.1118482129
936	0.1117809888
937	0.1115893833
938	0.1114911305
939	0.1113316349
940	0.1112172605
941	0.1111525679
942	0.1110536051
943	0.1109245303
944	0.1108689196
945	0.1107580563
946	0.1106434441
947	0.110470959
948	0.1103248493
949	0.1102085674
950	0.1100561926
951	0.1100198314
952	0.1098322308
953	0.1097132515
954	0.1096127743
955	0.1095587229
956	0.1094368206
957	0.1092942521
958	0.1091269121
959	0.1089563218
960	0.1087705041
961	0.1086733549
962	0.1086102414
963	0.1085243263
964	0.1084443502
965	0.108279743
966	0.1081386291
967	0.1080572528
968	0.1079509089
969	0.1077903687
970	0.107585692
971	0.1075560989
972	0.1074260418
973	0.1073120656
974	0.1072134105
975	0.1070693126
976	0.1069825673
977	0.106967298
978	0.1068411437
979	0.1066609641
980	0.1065223459
981	0.1063947594
982	0.1063288717
983	0.1061953207
984	0.105919301
985	0.1058770411
986	0.1057011246
987	0.1055227036
988	0.1054411239
989	0.1053714211
990	0.1053041911
991	0.1052281305
992	0.1050689426
993	0.1049422029
994	0.1048407166
995	0.104744128
996	0.1046275519
997	0.1046144652
998	0.1045205507
999	0.1044265981
